,Row,Column,pixel[1],pixel[2],pixel[3],pixel[4],pixel[5],pixel[6],pixel[7],pixel[8],pixel[9],pixel[10],pixel[11],pixel[12],pixel[13],pixel[14],pixel[15],pixel[16],pixel_mean
109,2,13,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
110,2,14,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
111,2,15,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
112,2,16,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
113,2,17,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
114,2,18,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
115,2,19,255,253,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.8125
116,2,20,255,253,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.8125
117,2,21,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
118,2,22,255,254,255,254,249,255,255,255,255,255,255,255,255,255,255,255,254.5
119,2,23,255,250,255,254,255,255,255,255,255,255,255,255,255,254,255,255,254.5625
120,2,24,255,254,255,254,253,255,255,255,255,255,255,255,255,255,255,255,254.75
121,2,25,255,255,255,254,247,255,255,255,255,255,255,255,255,255,255,255,254.4375
122,2,26,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.875
123,2,27,254,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.8125
124,2,28,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,254,254.8125
125,2,29,255,255,255,254,251,255,255,255,255,255,255,255,255,255,255,255,254.6875
126,2,30,255,251,255,254,255,255,255,255,255,254,255,255,255,255,255,255,254.625
127,2,31,255,252,255,254,255,254,255,255,255,255,255,255,255,255,255,255,254.6875
128,2,32,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
129,2,33,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
130,2,34,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
131,2,35,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
132,2,36,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254.9375
133,2,37,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254.9375
134,2,38,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
135,2,39,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
136,2,40,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
137,2,41,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
138,2,42,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
139,2,43,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
140,2,44,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
141,2,45,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
142,2,46,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
143,2,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
144,3,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
145,3,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
146,3,2,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
147,3,3,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
148,3,4,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
149,3,5,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
150,3,6,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
151,3,7,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
152,3,8,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
153,3,9,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
154,3,10,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
155,3,11,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
156,3,12,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
157,3,13,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
158,3,14,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254.9375
159,3,15,255,255,255,255,255,255,255,255,253,255,255,255,255,255,255,255,254.875
160,3,16,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254.9375
161,3,17,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254.9375
162,3,18,255,255,255,255,255,255,255,255,252,255,255,255,255,255,255,255,254.8125
163,3,19,255,255,255,255,255,255,255,255,252,255,255,255,255,255,255,255,254.8125
164,3,20,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254.9375
165,3,21,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
166,3,22,253,255,255,255,253,255,255,254,255,255,255,255,255,255,255,254,254.625
167,3,23,252,255,255,255,255,255,255,253,255,255,255,255,255,255,255,255,254.6875
168,3,24,254,255,254,255,254,254,255,255,255,254,254,255,255,254,255,250,254.25
169,3,25,253,255,255,255,251,254,255,255,255,254,255,255,255,253,255,253,254.25
170,3,26,253,255,255,255,255,255,255,255,255,255,255,255,255,252,255,248,254.25
171,3,27,254,255,255,255,255,255,255,254,254,255,254,255,255,253,255,255,254.625
172,3,28,254,255,254,255,254,255,255,254,255,255,254,255,255,254,255,255,254.625
173,3,29,255,255,255,255,255,255,255,255,255,253,254,255,255,255,255,254,254.75
174,3,30,255,255,255,255,255,253,255,255,255,251,254,255,255,255,255,255,254.5625
175,3,31,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254.9375
176,3,32,255,255,255,255,255,255,255,255,255,254,255,255,255,249,255,250,254.25
177,3,33,255,255,255,255,255,254,253,255,255,254,255,255,255,255,255,254,254.6875
178,3,34,255,255,255,255,255,253,255,255,255,254,255,255,255,254,255,255,254.75
179,3,35,253,255,255,255,255,253,255,254,255,255,255,255,255,255,255,253,254.5625
180,3,36,255,255,255,255,255,253,255,255,255,255,255,255,255,253,255,252,254.5625
181,3,37,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,254.875
182,3,38,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
183,3,39,253,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254.8125
184,3,40,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
185,3,41,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
186,3,42,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
187,3,43,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
188,3,44,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
189,3,45,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254.9375
190,3,46,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254.9375
191,3,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
192,4,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
193,4,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
194,4,2,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
195,4,3,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
196,4,4,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
197,4,5,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
198,4,6,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
199,4,7,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
200,4,8,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
201,4,9,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
202,4,10,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
203,4,11,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
204,4,12,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
205,4,13,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
206,4,14,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
207,4,15,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
208,4,16,253,255,255,255,255,255,255,255,253,255,255,255,255,255,255,255,254.75
209,4,17,253,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,254.75
210,4,18,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
211,4,19,255,254,254,255,255,255,255,255,255,254,255,255,255,255,255,255,254.8125
212,4,20,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254.9375
213,4,21,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254,254.875
214,4,22,255,255,252,255,254,255,255,255,254,255,255,255,255,251,255,253,254.3125
215,4,23,254,255,255,255,255,252,255,254,253,253,255,255,255,254,255,255,254.375
216,4,24,255,255,255,255,254,255,255,255,254,254,255,255,255,255,255,253,254.6875
217,4,25,255,255,255,255,254,255,254,254,255,254,255,255,255,255,255,255,254.75
218,4,26,255,255,254,255,254,255,254,254,255,254,254,255,255,255,255,254,254.5625
219,4,27,255,255,255,255,255,253,254,254,254,252,255,255,255,255,255,255,254.5
220,4,28,255,255,255,255,253,253,254,254,255,254,255,255,255,255,255,248,254.125
221,4,29,254,254,255,255,255,255,254,254,255,255,255,255,255,255,255,253,254.625
222,4,30,253,255,254,255,255,255,254,254,255,255,255,255,255,254,255,254,254.5625
223,4,31,252,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254.75
224,4,32,253,254,255,255,255,255,254,255,255,255,255,255,255,254,255,255,254.6875
225,4,33,253,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254.8125
226,4,34,254,255,254,255,255,255,255,255,255,255,255,255,255,250,255,255,254.5625
227,4,35,255,255,254,255,255,255,255,255,255,255,255,255,255,253,255,255,254.8125
228,4,36,255,255,254,255,255,254,255,255,255,255,255,255,255,250,255,255,254.5625
229,4,37,255,255,254,255,255,252,254,255,255,253,255,255,255,253,255,255,254.4375
230,4,38,255,255,255,255,255,250,254,252,255,251,255,255,255,255,255,255,254.1875
231,4,39,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
232,4,40,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
233,4,41,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
234,4,42,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
235,4,43,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
236,4,44,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
237,4,45,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254.9375
238,4,46,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254.9375
239,4,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
240,5,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
241,5,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
242,5,2,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
243,5,3,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
244,5,4,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
245,5,5,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
246,5,6,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
247,5,7,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
248,5,8,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
249,5,9,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
250,5,10,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
251,5,11,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
252,5,12,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
253,5,13,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
254,5,14,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
255,5,15,255,255,252,255,255,255,255,255,255,255,255,255,255,255,255,255,254.8125
256,5,16,254,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254.875
257,5,17,255,255,255,255,255,255,255,255,254,255,254,255,255,255,255,255,254.875
258,5,18,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254.9375
259,5,19,254,255,252,255,255,255,255,255,254,255,255,255,255,255,255,255,254.6875
260,5,20,252,255,253,255,255,254,255,255,249,255,255,255,255,255,255,255,254.25
261,5,21,251,255,255,255,255,255,255,255,251,255,255,255,255,255,255,253,254.375
262,5,22,251,254,255,255,254,255,255,255,254,255,254,255,255,254,255,253,254.3125
263,5,23,251,255,252,255,250,252,255,254,253,255,253,255,255,255,255,254,253.6875
264,5,24,251,255,253,255,253,255,255,254,254,255,253,255,255,254,255,251,253.9375
265,5,25,252,255,254,255,255,255,255,254,254,255,254,255,255,253,255,252,254.25
266,5,26,252,255,255,255,254,255,255,255,255,255,255,255,255,255,255,247,254.25
267,5,27,252,255,255,255,254,254,255,255,255,255,255,255,255,252,255,255,254.5
268,5,28,250,255,254,255,255,253,255,255,255,252,255,255,255,251,255,255,254.0625
269,5,29,253,255,255,255,255,254,255,255,254,252,252,255,255,250,255,255,254.0625
270,5,30,255,255,255,255,255,254,255,253,255,252,250,255,255,254,255,252,254.0625
271,5,31,255,255,255,255,255,252,255,251,255,251,255,255,255,255,255,253,254.1875
272,5,32,255,255,255,255,255,253,255,251,255,252,255,255,255,255,255,254,254.375
273,5,33,255,255,255,255,255,252,255,252,255,252,255,255,255,255,255,253,254.3125
274,5,34,255,255,255,255,255,253,254,255,255,252,255,255,255,252,255,255,254.4375
275,5,35,255,255,255,255,255,254,255,255,255,252,255,255,255,255,255,254,254.6875
276,5,36,252,255,255,255,255,255,254,255,255,254,255,255,255,255,255,250,254.375
277,5,37,250,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254.625
278,5,38,250,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254.625
279,5,39,252,255,255,255,255,255,253,255,255,255,255,255,255,255,255,255,254.6875
280,5,40,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
281,5,41,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
282,5,42,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
283,5,43,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
284,5,44,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
285,5,45,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254.9375
286,5,46,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254.9375
287,5,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
288,6,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
289,6,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
290,6,2,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
291,6,3,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
292,6,4,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
293,6,5,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
294,6,6,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
295,6,7,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
296,6,8,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
297,6,9,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
298,6,10,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
299,6,11,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
300,6,12,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
301,6,13,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
302,6,14,255,255,254,255,255,255,255,255,249,255,255,255,255,255,255,255,254.5625
303,6,15,255,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,254.875
304,6,16,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
305,6,17,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255.0
306,6,18,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254.9375
307,6,19,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
308,6,20,255,255,253,255,255,255,255,254,253,255,255,255,255,255,255,255,254.6875
309,6,21,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254.9375
310,6,22,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,253,254.8125
311,6,23,255,255,253,255,254,255,255,254,254,252,255,255,255,255,255,251,254.25
312,6,24,255,255,255,255,255,255,255,255,254,251,255,255,255,255,255,255,254.6875
313,6,25,255,255,255,255,255,255,254,254,254,251,255,255,255,255,255,255,254.5625
314,6,26,255,255,255,255,252,255,254,254,255,253,255,255,255,255,255,255,254.5625
315,6,27,254,255,255,255,254,255,254,254,255,255,255,255,255,255,255,251,254.5
316,6,28,254,255,255,255,255,255,254,254,255,254,255,255,255,255,255,249,254.375
317,6,29,253,255,255,255,255,255,254,255,254,255,254,255,255,255,255,254,254.625
318,6,30,255,254,255,255,255,252,254,255,255,253,254,255,255,255,255,254,254.4375
319,6,31,255,255,255,255,255,255,254,255,255,255,255,255,255,252,255,255,254.75
320,6,32,254,255,255,255,255,255,254,255,255,255,255,255,255,253,255,254,254.6875
321,6,33,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,253,254.8125
